2380,19.284167,0.653692,17.468413
2400,19.849267,0.659644,17.945880
2420,19.667534,0.652699,17.787790
2440,20.173874,0.668667,18.251355
2460,19.993022,0.666666,18.090386
2480,20.553168,0.681088,18.573639
2500,20.361637,0.677158,18.429654
2520,20.922221,0.712530,18.919016
2540,20.716887,0.680024,18.744279
2560,21.271282,0.672245,19.252745
2580,21.165724,0.668699,19.156470
2600,21.657579,0.690691,19.597278
2620,21.459721,0.669277,19.419330
2640,21.991438,0.687501,19.897341
2660,22.143013,0.672226,19.955625
2680,22.359324,0.697275,20.215349
2700,22.087908,0.683294,20.006929
2720,22.796959,0.690895,20.616797
2740,22.523837,0.695817,20.385481
2760,23.105024,0.685611,20.887098
2780,22.923613,0.675811,20.741029
2800,23.491845,0.687118,21.246919
2820,23.344656,0.690021,21.128361
2840,23.819589,0.699158,21.541849
2860,23.683250,0.688244,21.424385
2880,24.216641,0.690353,21.895828
2900,24.291313,0.694056,21.952400
2920,24.244201,0.698431,21.925544
2940,24.805879,0.700195,22.442470
2960,24.646347,0.698504,22.295167
2980,25.105559,0.693474,22.691183
3000,25.048642,0.689795,22.654420
3020,25.490171,0.710365,23.055900
3040,25.350937,0.691820,22.934761
3060,25.768588,0.713494,23.250693
3080,25.939945,0.721838,23.446585
3100,26.312496,0.714218,23.795274
3120,26.221110,0.713402,23.720616
3140,26.651669,0.727675,24.094007
3160,26.470885,0.707461,23.943119
3180,26.886739,0.716555,24.295625
3200,26.895796,0.706491,24.341924
3220,27.310323,0.738830,24.695311
3240,27.289912,0.708776,24.670244
3260,27.755063,0.717179,25.094875
3280,27.645937,0.719763,24.999338
3300,28.012939,0.712664,25.307321
3320,27.936524,0.719991,25.268144
3340,28.572662,0.710165,25.804427
3360,28.601880,0.724707,25.774358
3380,28.905033,0.720832,26.136769
3400,29.805955,0.716047,26.952834
3420,29.308975,0.725413,26.488687
3440,29.287946,0.725713,26.486815
3460,29.675854,0.738239,26.825162
3480,29.596455,0.718839,26.744323
3500,30.384042,0.760192,27.478620
3520,29.932084,0.723912,27.057237
3540,30.473714,0.723920,27.540321
3560,30.313075,0.722580,27.401027
3580,30.834962,0.738419,27.874282
3600,30.722485,0.733872,27.766180
3620,31.241450,0.754900,28.242356
3640,31.064740,0.740944,28.076442
3660,31.514109,0.736528,28.474328
3680,31.459733,0.737809,28.449551
3700,31.908623,0.743878,28.825452
3720,31.835962,0.739192,28.762773
3740,32.317481,0.741634,29.206365
3760,32.315587,0.760125,29.221789
3780,32.671062,0.731411,29.500060
3800,32.651831,0.747938,29.511726
3820,33.097499,0.732730,29.899729
3840,33.137989,0.735479,29.966534
3860,33.572194,0.763161,30.336136
3880,33.790949,0.751157,30.528505
3900,33.685299,0.748860,30.457676
3920,34.099745,0.746698,30.800398
3940,34.504967,0.745593,31.195860
3960,34.292510,0.752366,31.021932
3980,35.982284,0.776360,32.512191
4000,34.812165,0.759793,31.450958
